CustomerID,Age,gender,occupation,income,Type,Limit,LoanID,Type,SanctionedAmount,SavingsID,AvgBalance
CID-142860,33,F,Employee,854734,Travellers,500000,LID-121509,Housing,50000,SID-488954,13029
CID-142860,33,F,Employee,854734,Travellers,100000,LID-121509,Housing,50000,SID-488954,13029
CID-25586,38,M,Others,228124,Platinum,50000,LID-363683,Vehicle,100000,SID-394756,16339
CID-25586,38,M,Others,228124,Shoppers,100000,LID-363683,Vehicle,100000,SID-394756,16339
CID-247065,11,F,Employee,548013,Travellers,50000,LID-795613,Housing,50000,SID-267780,58743
CID-247065,11,F,Employee,548013,Shoppers,200000,LID-795613,Housing,50000,SID-267780,58743
CID-3847,1,M,Others,408201,Shoppers,50000,LID-727155,Personal,100000,SID-787148,75666
CID-3847,1,M,Others,408201,gold,200000,LID-727155,Personal,100000,SID-787148,75666
CID-279073,4,F,Others,501193,Shoppers,200000,LID-107522,Housing,100000,SID-237171,43030
CID-279073,4,F,Others,501193,gold,200000,LID-107522,Housing,100000,SID-237171,43030
CID-493585,11,M,SelfEmployed,537537,Travellers,500000,LID-661590,Vehicle,50000,SID-62573,53174
CID-493585,11,M,SelfEmployed,537537,Shoppers,500000,LID-661590,Vehicle,50000,SID-62573,53174
CID-464229,25,F,Business,382019,Platinum,100000,LID-250349,Vehicle,100000,SID-673636,14352
CID-464229,25,F,Business,382019,Shoppers,200000,LID-250349,Vehicle,100000,SID-673636,14352
CID-757664,40,M,SelfEmployed,64939,Travellers,500000,LID-651741,Housing,100000,SID-782172,95262
CID-757664,40,M,SelfEmployed,64939,gold,100000,LID-651741,Housing,100000,SID-782172,95262
CID-267172,30,M,SelfEmployed,324360,Platinum,500000,LID-401419,Vehicle,100000,SID-66523,53756
CID-267172,30,M,SelfEmployed,324360,Travellers,100000,LID-401419,Vehicle,100000,SID-66523,53756
CID-528277,9,M,Employee,472270,Shoppers,500000,LID-53359,Vehicle,200000,SID-829473,58643
CID-528277,9,M,Employee,472270,gold,200000,LID-53359,Vehicle,200000,SID-829473,58643
CID-492800,26,M,Employee,401226,gold,50000,LID-428708,Vehicle,50000,SID-149840,50536
CID-492800,26,M,Employee,401226,Platinum,200000,LID-428708,Vehicle,50000,SID-149840,50536
CID-174190,39,M,Employee,9374,Travellers,200000,LID-9604,Vehicle,100000,SID-565447,5754
CID-174190,39,M,Employee,9374,Shoppers,50000,LID-9604,Vehicle,100000,SID-565447,5754
CID-774108,25,M,Business,250624,Travellers,100000,LID-711523,Personal,500000,SID-813829,88858
CID-774108,25,M,Business,250624,Travellers,50000,LID-711523,Personal,500000,SID-813829,88858
CID-518838,38,F,Others,728970,Travellers,100000,LID-483626,Vehicle,100000,SID-432759,49719
CID-518838,38,F,Others,728970,Travellers,200000,LID-483626,Vehicle,100000,SID-432759,49719
CID-588934,3,F,Business,839289,gold,50000,LID-682793,Personal,50000,SID-49276,76121
CID-588934,3,F,Business,839289,gold,50000,LID-682793,Personal,50000,SID-49276,76121
CID-640339,11,M,Others,859726,gold,100000,LID-240100,Personal,100000,SID-336701,47028
CID-640339,11,M,Others,859726,Platinum,500000,LID-240100,Personal,100000,SID-336701,47028
CID-36892,19,M,Employee,732792,Platinum,100000,LID-879441,Vehicle,100000,SID-726511,31659
CID-36892,19,M,Employee,732792,gold,50000,LID-879441,Vehicle,100000,SID-726511,31659
CID-851154,32,F,Business,625720,Shoppers,200000,LID-384486,Housing,50000,SID-643875,30482
CID-851154,32,F,Business,625720,gold,200000,LID-384486,Housing,50000,SID-643875,30482
CID-546525,37,F,SelfEmployed,465767,Travellers,100000,LID-794558,Personal,100000,SID-532585,13317
CID-546525,37,F,SelfEmployed,465767,Travellers,200000,LID-794558,Personal,100000,SID-532585,13317
CID-76778,33,F,Employee,373183,Travellers,50000,LID-496539,Housing,500000,SID-669187,38589
CID-76778,33,F,Employee,373183,Shoppers,100000,LID-496539,Housing,500000,SID-669187,38589
CID-471677,2,M,Employee,42898,Platinum,50000,LID-53772,Personal,100000,SID-818361,77275
CID-471677,2,M,Employee,42898,Travellers,100000,LID-53772,Personal,100000,SID-818361,77275
CID-245767,35,M,Business,364246,Travellers,50000,LID-571482,Vehicle,100000,SID-210792,84198
CID-245767,35,M,Business,364246,Travellers,50000,LID-571482,Vehicle,100000,SID-210792,84198
CID-780543,41,F,SelfEmployed,87576,gold,200000,LID-68065,Housing,100000,SID-574846,93610
CID-780543,41,F,SelfEmployed,87576,Platinum,200000,LID-68065,Housing,100000,SID-574846,93610
CID-304620,15,F,Others,806032,gold,500000,LID-271507,Personal,100000,SID-544760,85202
CID-304620,15,F,Others,806032,Platinum,500000,LID-271507,Personal,100000,SID-544760,85202
CID-691757,40,F,Employee,685973,Travellers,100000,LID-369109,Housing,200000,SID-556478,33276
CID-691757,40,F,Employee,685973,Shoppers,100000,LID-369109,Housing,200000,SID-556478,33276
CID-636050,6,M,Employee,12424,gold,100000,LID-628645,Personal,100000,SID-481953,92270
CID-636050,6,M,Employee,12424,Platinum,100000,LID-628645,Personal,100000,SID-481953,92270
CID-691122,41,M,Business,200383,Platinum,50000,LID-679219,Vehicle,200000,SID-85809,47920
CID-691122,41,M,Business,200383,Platinum,50000,LID-679219,Vehicle,200000,SID-85809,47920
CID-511170,30,F,SelfEmployed,100704,Travellers,100000,LID-571965,Personal,500000,SID-822914,51365
CID-511170,30,F,SelfEmployed,100704,gold,50000,LID-571965,Personal,500000,SID-822914,51365
CID-310619,36,M,Business,296085,Shoppers,100000,LID-763537,Housing,500000,SID-859764,26894
CID-310619,36,M,Business,296085,Platinum,50000,LID-763537,Housing,500000,SID-859764,26894
CID-723867,12,M,Others,338302,Shoppers,100000,LID-309508,Vehicle,100000,SID-433641,59031
CID-723867,12,M,Others,338302,gold,50000,LID-309508,Vehicle,100000,SID-433641,59031
CID-349434,29,M,Employee,12992,Shoppers,100000,LID-470514,Personal,100000,SID-511262,62760
CID-349434,29,M,Employee,12992,gold,100000,LID-470514,Personal,100000,SID-511262,62760
CID-875130,15,F,Business,890947,Shoppers,50000,LID-141274,Vehicle,50000,SID-74053,51848
CID-875130,15,F,Business,890947,Shoppers,50000,LID-141274,Vehicle,50000,SID-74053,51848
CID-596187,24,F,SelfEmployed,48608,gold,200000,LID-264490,Housing,50000,SID-618607,83387
CID-596187,24,F,SelfEmployed,48608,Platinum,200000,LID-264490,Housing,50000,SID-618607,83387
CID-173226,38,M,SelfEmployed,234613,Travellers,100000,LID-61567,Personal,100000,SID-785035,3096
CID-173226,38,M,SelfEmployed,234613,Travellers,100000,LID-61567,Personal,100000,SID-785035,3096
CID-21087,34,F,Business,824072,gold,100000,LID-441737,Personal,100000,SID-157625,87974
CID-21087,34,F,Business,824072,Shoppers,100000,LID-441737,Personal,100000,SID-157625,87974
CID-447984,21,F,SelfEmployed,845363,gold,100000,LID-103065,Vehicle,100000,SID-21935,20489
CID-447984,21,F,SelfEmployed,845363,Travellers,200000,LID-103065,Vehicle,100000,SID-21935,20489
CID-558001,1,F,Business,689189,Travellers,100000,LID-158037,Personal,100000,SID-92315,51749
CID-558001,1,F,Business,689189,Platinum,50000,LID-158037,Personal,100000,SID-92315,51749
CID-265326,26,F,Others,335117,gold,50000,LID-130897,Vehicle,100000,SID-208023,13072
CID-265326,26,F,Others,335117,gold,200000,LID-130897,Vehicle,100000,SID-208023,13072
CID-341078,15,M,Business,878985,Shoppers,500000,LID-856291,Personal,100000,SID-106847,1970
CID-341078,15,M,Business,878985,Travellers,100000,LID-856291,Personal,100000,SID-106847,1970
CID-635830,33,M,Employee,897300,Travellers,100000,LID-326597,Vehicle,100000,SID-153834,64114
CID-635830,33,M,Employee,897300,Travellers,100000,LID-326597,Vehicle,100000,SID-153834,64114
CID-31890,30,M,Business,594327,Travellers,200000,LID-835147,Personal,500000,SID-54149,64232
CID-31890,30,M,Business,594327,gold,500000,LID-835147,Personal,500000,SID-54149,64232
CID-138823,34,M,Employee,879786,Platinum,100000,LID-894755,Personal,100000,SID-354389,95566
CID-138823,34,M,Employee,879786,Shoppers,100000,LID-894755,Personal,100000,SID-354389,95566
CID-334425,28,F,Employee,160309,gold,200000,LID-335275,Housing,100000,SID-554749,68280
CID-334425,28,F,Employee,160309,gold,100000,LID-335275,Housing,100000,SID-554749,68280
CID-72059,13,F,Employee,135656,Travellers,500000,LID-629667,Vehicle,50000,SID-221993,1492
CID-72059,13,F,Employee,135656,gold,50000,LID-629667,Vehicle,50000,SID-221993,1492
CID-653716,10,F,SelfEmployed,390970,Platinum,200000,LID-705156,Personal,200000,SID-808285,46747
CID-653716,10,F,SelfEmployed,390970,Platinum,100000,LID-705156,Personal,200000,SID-808285,46747
CID-855129,26,M,Business,423850,Travellers,500000,LID-272435,Vehicle,50000,SID-424631,53759
CID-855129,26,M,Business,423850,Travellers,100000,LID-272435,Vehicle,50000,SID-424631,53759
CID-670104,25,M,Others,432223,gold,500000,LID-838747,Housing,500000,SID-105033,12121
CID-670104,25,M,Others,432223,Platinum,500000,LID-838747,Housing,500000,SID-105033,12121
CID-280711,3,M,Business,319274,gold,500000,LID-136133,Housing,100000,SID-754075,3411
CID-280711,3,M,Business,319274,Travellers,200000,LID-136133,Housing,100000,SID-754075,3411
CID-374779,23,M,Others,78397,Platinum,100000,LID-49461,Personal,500000,SID-382961,10385
CID-374779,23,M,Others,78397,Shoppers,100000,LID-49461,Personal,500000,SID-382961,10385
CID-420770,1,M,Business,221452,gold,200000,LID-278471,Housing,100000,SID-442808,84731
CID-420770,1,M,Business,221452,Shoppers,100000,LID-278471,Housing,100000,SID-442808,84731
CID-654649,5,M,Others,580450,Travellers,500000,LID-457526,Housing,100000,SID-157128,28205
CID-654649,5,M,Others,580450,Shoppers,100000,LID-457526,Housing,100000,SID-157128,28205
CID-840245,38,M,Others,603562,Shoppers,200000,LID-22664,Housing,500000,SID-602222,74545
CID-840245,38,M,Others,603562,Travellers,200000,LID-22664,Housing,500000,SID-602222,74545
CID-135873,5,F,Others,454257,Platinum,100000,LID-836387,Personal,200000,SID-571764,40390
CID-135873,5,F,Others,454257,Travellers,50000,LID-836387,Personal,200000,SID-571764,40390
CID-282295,26,F,Employee,754676,Travellers,500000,LID-744180,Personal,100000,SID-527378,42283
CID-282295,26,F,Employee,754676,Travellers,500000,LID-744180,Personal,100000,SID-527378,42283
CID-622405,30,F,Business,494258,Platinum,100000,LID-293733,Housing,100000,SID-454202,44277
CID-622405,30,F,Business,494258,gold,100000,LID-293733,Housing,100000,SID-454202,44277
CID-892536,6,M,Others,401776,Platinum,100000,LID-177213,Housing,500000,SID-826694,5605
CID-892536,6,M,Others,401776,Shoppers,50000,LID-177213,Housing,500000,SID-826694,5605
CID-199644,5,F,Others,679788,Travellers,500000,LID-879735,Housing,500000,SID-547757,58254
CID-199644,5,F,Others,679788,Travellers,100000,LID-879735,Housing,500000,SID-547757,58254
CID-464917,11,M,SelfEmployed,661427,gold,100000,LID-47693,Personal,200000,SID-833788,86125
CID-464917,11,M,SelfEmployed,661427,Travellers,100000,LID-47693,Personal,200000,SID-833788,86125
CID-268956,37,F,Others,219284,Shoppers,200000,LID-35553,Personal,100000,SID-223185,96771
CID-268956,37,F,Others,219284,Platinum,50000,LID-35553,Personal,100000,SID-223185,96771
CID-241686,16,M,SelfEmployed,858713,gold,100000,LID-267297,Housing,200000,SID-867044,85829
CID-241686,16,M,SelfEmployed,858713,Platinum,50000,LID-267297,Housing,200000,SID-867044,85829
CID-825379,20,F,Others,415445,Platinum,100000,LID-826525,Housing,50000,SID-441572,52432
CID-825379,20,F,Others,415445,Travellers,100000,LID-826525,Housing,50000,SID-441572,52432
CID-69331,33,F,SelfEmployed,503108,gold,200000,LID-513706,Housing,50000,SID-793205,93410
CID-69331,33,F,SelfEmployed,503108,Travellers,50000,LID-513706,Housing,50000,SID-793205,93410
CID-658973,23,M,Employee,236822,Platinum,200000,LID-32992,Housing,50000,SID-4237,98492
CID-658973,23,M,Employee,236822,Shoppers,100000,LID-32992,Housing,50000,SID-4237,98492
CID-313508,40,F,Others,72298,gold,50000,LID-328019,Personal,50000,SID-173981,73017
CID-313508,40,F,Others,72298,Platinum,100000,LID-328019,Personal,50000,SID-173981,73017
CID-565499,10,M,SelfEmployed,250420,Travellers,200000,LID-694687,Housing,500000,SID-207114,14803
CID-565499,10,M,SelfEmployed,250420,Shoppers,200000,LID-694687,Housing,500000,SID-207114,14803
CID-320764,4,F,Employee,507281,Platinum,100000,LID-582157,Vehicle,50000,SID-368830,61394
CID-320764,4,F,Employee,507281,Shoppers,50000,LID-582157,Vehicle,50000,SID-368830,61394
CID-154567,39,F,SelfEmployed,704022,Shoppers,100000,LID-500606,Personal,50000,SID-420355,15834
CID-154567,39,F,SelfEmployed,704022,Platinum,500000,LID-500606,Personal,50000,SID-420355,15834
CID-84884,17,M,Business,864276,Shoppers,500000,LID-496689,Vehicle,100000,SID-125806,93402
CID-84884,17,M,Business,864276,Shoppers,50000,LID-496689,Vehicle,100000,SID-125806,93402
CID-380136,5,M,SelfEmployed,866748,Travellers,200000,LID-813984,Personal,100000,SID-654356,61672
CID-380136,5,M,SelfEmployed,866748,gold,200000,LID-813984,Personal,100000,SID-654356,61672
CID-558984,34,M,Business,541463,gold,200000,LID-259501,Housing,100000,SID-26894,44401
CID-558984,34,M,Business,541463,gold,500000,LID-259501,Housing,100000,SID-26894,44401
CID-325533,3,M,Others,222125,Shoppers,200000,LID-134620,Personal,500000,SID-423641,549
CID-325533,3,M,Others,222125,Travellers,100000,LID-134620,Personal,500000,SID-423641,549
CID-762757,34,F,Business,380130,Travellers,500000,LID-430276,Vehicle,100000,SID-382476,9125
CID-762757,34,F,Business,380130,gold,100000,LID-430276,Vehicle,100000,SID-382476,9125
CID-799676,8,M,Others,418409,gold,100000,LID-640850,Vehicle,100000,SID-86688,25487
CID-799676,8,M,Others,418409,Travellers,50000,LID-640850,Vehicle,100000,SID-86688,25487
CID-106292,1,M,Employee,876912,gold,50000,LID-576734,Housing,200000,SID-563831,2266
CID-106292,1,M,Employee,876912,Platinum,500000,LID-576734,Housing,200000,SID-563831,2266
CID-493920,35,F,Business,803409,Platinum,200000,LID-567392,Personal,500000,SID-642781,68099
CID-493920,35,F,Business,803409,Travellers,100000,LID-567392,Personal,500000,SID-642781,68099
CID-274917,30,M,Others,595153,Travellers,100000,LID-383448,Housing,500000,SID-100082,22710
CID-274917,30,M,Others,595153,gold,100000,LID-383448,Housing,500000,SID-100082,22710
CID-420706,6,M,SelfEmployed,640848,Shoppers,500000,LID-824274,Housing,100000,SID-353722,86377
CID-420706,6,M,SelfEmployed,640848,Platinum,500000,LID-824274,Housing,100000,SID-353722,86377
CID-90482,29,M,Others,355930,gold,200000,LID-91950,Housing,500000,SID-639356,14571
CID-90482,29,M,Others,355930,Platinum,100000,LID-91950,Housing,500000,SID-639356,14571
CID-581864,28,M,Others,624647,gold,200000,LID-229283,Personal,100000,SID-786478,43
CID-581864,28,M,Others,624647,gold,100000,LID-229283,Personal,100000,SID-786478,43
CID-804313,31,M,Others,886322,Platinum,100000,LID-730886,Personal,500000,SID-417537,20594
CID-804313,31,M,Others,886322,gold,200000,LID-730886,Personal,500000,SID-417537,20594
CID-564138,15,M,SelfEmployed,864560,Shoppers,500000,LID-658402,Housing,50000,SID-858510,56849
CID-564138,15,M,SelfEmployed,864560,Shoppers,100000,LID-658402,Housing,50000,SID-858510,56849
CID-606085,6,M,Employee,140874,Platinum,200000,LID-405348,Personal,100000,SID-785332,63894
CID-606085,6,M,Employee,140874,Platinum,50000,LID-405348,Personal,100000,SID-785332,63894
CID-822464,16,M,SelfEmployed,637683,Travellers,100000,LID-708420,Vehicle,100000,SID-323610,63111
CID-822464,16,M,SelfEmployed,637683,gold,50000,LID-708420,Vehicle,100000,SID-323610,63111
CID-250785,4,M,Employee,8805,Platinum,500000,LID-441060,Vehicle,100000,SID-169298,41561
CID-250785,4,M,Employee,8805,Platinum,50000,LID-441060,Vehicle,100000,SID-169298,41561
CID-143775,13,F,Others,882445,Shoppers,200000,LID-390234,Housing,100000,SID-649373,90378
CID-143775,13,F,Others,882445,gold,100000,LID-390234,Housing,100000,SID-649373,90378
CID-254154,40,F,Employee,794417,gold,500000,LID-69945,Housing,50000,SID-549120,70437
CID-254154,40,F,Employee,794417,Travellers,100000,LID-69945,Housing,50000,SID-549120,70437
CID-270146,8,M,Employee,5636,Travellers,50000,LID-241295,Vehicle,500000,SID-571393,82828
CID-270146,8,M,Employee,5636,Travellers,500000,LID-241295,Vehicle,500000,SID-571393,82828
